timestamp;e1Detector_E12_0_0;e1Detector_E12_1_1;e1Detector_E32_1_2;e1Detector_E32_0_3;e1Detector_E23_0_4;e1Detector_E23_1_5;e1Detector_E43_1_6;e1Detector_E43_0_7;e1Detector_E34_0_8;e1Detector_E34_1_9;e1Detector_E54_1_10;e1Detector_E54_0_11;e1Detector_E45_0_12;e1Detector_E45_1_13;e1Detector_E65_1_14;e1Detector_E65_0_15;e1Detector_E56_0_16;e1Detector_E56_1_17;e1Detector_E76_1_18;e1Detector_E76_0_19;e1Detector_E67_0_20;e1Detector_E67_1_21;e1Detector_E87_1_22;e1Detector_E87_0_23;e1Detector_E78_0_24;e1Detector_E78_1_25;e1Detector_E98_1_26;e1Detector_E98_0_27;e1Detector_E89_0_28;e1Detector_E89_1_29;e1Detector_E09_1_30;e1Detector_E09_0_31;out_e1Detector_E21_0_0;out_e1Detector_E21_1_1;out_e1Detector_E32_1_2;out_e1Detector_E32_0_3;out_e1Detector_E23_0_4;out_e1Detector_E23_1_5;out_e1Detector_E43_1_6;out_e1Detector_E43_0_7;out_e1Detector_E34_0_8;out_e1Detector_E34_1_9;out_e1Detector_E54_1_10;out_e1Detector_E54_0_11;out_e1Detector_E45_0_12;out_e1Detector_E45_1_13;out_e1Detector_E65_1_14;out_e1Detector_E65_0_15;out_e1Detector_E56_0_16;out_e1Detector_E56_1_17;out_e1Detector_E76_1_18;out_e1Detector_E76_0_19;out_e1Detector_E67_0_20;out_e1Detector_E67_1_21;out_e1Detector_E87_1_22;out_e1Detector_E87_0_23;out_e1Detector_E78_0_24;out_e1Detector_E78_1_25;out_e1Detector_E98_1_26;out_e1Detector_E98_0_27;out_e1Detector_E89_0_28;out_e1Detector_E89_1_29;out_e1Detector_E90_1_30;out_e1Detector_E90_0_31;Intersection_2;Intersection_3;Intersection_4;Intersection_5;Intersection_6;Intersection_7;Intersection_8;Intersection_9;E12;E32;E23;E43;E34;E54;E45;E65;E56;E76;E67;E87;E78;E98;E89;E09;out_E21;out_E23;out_E32;out_E34;out_E43;out_E45;out_E54;out_E56;out_E65;out_E67;out_E76;out_E78;out_E87;out_E89;out_E98;out_E90;I2;I3;I4;I5;I6;I7;I8;I9
4903;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1723',);('up_1705',);();('down_1855',);();();();();();();('down_1812',);();();();();();('up_1790',);();();();();();();();('up_1820',);('up_1815',);('down_1729',);();();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3;8;0;0;5;4;0;0;4;2;0;0;8;3;0;3;8;5;5;8;2;8;3
4904;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('down_1843',);();();();();();('up_1739',);('up_1744',);();('down_1817',);();();();();();('up_1769',);('down_1768',);('down_1781',);();();();();('up_1816',);('up_1811',);();('down_1743',);();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0;0;3;4;0;0;4;2;0;0;7;2;0;2;7;3;5;7;2;7;2
4905;();();();();();();();();();();();();();();();();();();();();();();();('up_1795',);();();();();();();();();();();();('up_1700',);();('down_1861',);();();();();();();('down_1813',);();();();();();();();();();();();();();();();('down_1714',);();();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;3;3;0;0;5;0;0;0;6;1;0;1;6;3;3;6;0;6;1
4906;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1724',);();('down_1847',);();();();();();('up_1751',);('up_1753',);();('down_1821',);();();();();('up_1785',);('up_1777',);('down_1778',);('down_1787',);();();();();('up_1808',);('up_1800',);('down_1736',);('down_1746',);();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;1;2;0;0;5;0;0;0;5;0;0;0;4;1;2;5;1;5;0
4907;();();();();();();();();();();();();();();();();();();();();();();();('up_1789',);();();();();();();();();();();('up_1726',);('up_1713',);();('down_1852',);();();();();('up_1742',);('up_1756',);('down_1819',);();();();();();();();();('down_1764',);();();();();();();();('down_1750',);();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;1;1;0;0;5;0;0;0;3;0;0;0;4;1;1;5;1;3;0
4908;();();();();();();();();();();();();();();();();();();();();();();('up_1796',);('up_1792',);();();();();();();();();();();();();();();();();();();();();();('down_1822',);();();();();();();();();();();();();();();('down_1734',);();();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;3;0;0;0;2;0;0;0;2;0;1;3;2;2;0
4909;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1719',);('up_1722',);();();();();();();();();();();();();();();();();('down_1770',);('down_1776',);();();();();();();();('down_1752',);();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;2;0;0;2;4;2;0
4910;();();();('up_1695',);('down_1841',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1749',);();();();();();();();();('down_1771',);('down_1784',);();();();();();();('down_1745',);();();();0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;4;0;0
4911;();();('up_1688',);();();();();('up_1727',);();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1718',);('up_1715',);();();();();();();();();();();();();();();();();();();();();();();();();();('down_1747',);();();0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;4;0;0
4912;();();('up_1708',);();('down_1835',);();();();('down_1830',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('down_1783',);();();();();();();();();();();0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;1;0;0;4;0;0
4913;();();();('up_1699',);('down_1844',);('down_1834',);();();('down_1828',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;4;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;3;2;0;0;4;0;0
4914;();();('up_1716',);('up_1712',);();();();();();('down_1826',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;5;2;0;0;4;0;0
4915;();();();();('down_1836',);('down_1837',);();();();();();();();();();();();();();('up_1755',);();();();();();();();('up_1782',);('down_1735',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;4;4;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;6;6;3;0;0;3;1;1
4916;();();('up_1717',);('up_1676',);();('down_1839',);();();();();();();('down_1797',);('down_1799',);();();();();('up_1765',);();();();();();();();('up_1793',);('up_1788',);();('down_1731',);();();();();();();();();();();();();();();();();();();();();();('up_1795',);();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;4;0;2;0;0;0;0;1;0;0;0;2;2;0;2;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;7;7;3;0;1;3;2;2
4917;();();('up_1723',);('up_1705',);('down_1849',);();();();();();();('up_1732',);();('down_1804',);();();();();();('up_1763',);('down_1754',);('down_1762',);();();();();('up_1794',);();('down_1721',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;4;6;0;2;0;2;0;0;2;2;0;0;3;3;0;2;0;1;2;0;1;0;0;0;0;2;0;0;0;0;0;8;9;3;2;2;4;3;3
4918;();();();();('down_1843',);('down_1855',);();();();();('up_1720',);();();();();();();();('up_1774',);();();('down_1759',);();();();();();('up_1803',);();('down_1737',);();();();();();();();();();();();();();();();();();();();();();('up_1789',);();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;5;0;1;2;3;0;0;3;2;0;0;4;4;0;4;0;1;2;0;2;0;0;0;0;1;0;0;0;0;0;10;10;5;3;3;3;4;4
4919;();();();('up_1700',);();('down_1861',);();();();();();();('down_1801',);();();();();();();();('down_1766',);();();();();();('up_1802',);();();('down_1740',);();();();();();();();();();();();();();();();();();();();();('up_1796',);('up_1792',);();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;5;0;0;2;3;0;0;4;4;0;0;5;5;0;5;0;1;4;0;3;0;0;0;0;0;0;0;0;0;0;11;11;5;3;4;4;6;5
4920;();();('up_1724',);();('down_1847',);();();();();();('up_1725',);('up_1728',);();('down_1805',);();();();();('up_1773',);();('down_1760',);();();();();();('up_1818',);('up_1809',);('down_1711',);();();();('up_1695',);();();();();();();();('down_1841',);();();();();();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;5;0;0;4;4;0;0;3;4;0;0;4;3;0;4;0;0;4;0;3;0;0;0;0;0;0;1;0;0;1;10;10;7;5;4;4;6;5
4921;();();('up_1726',);('up_1713',);();('down_1852',);();();();();('up_1738',);('up_1730',);('down_1806',);();();();();();('up_1775',);('up_1786',);();('down_1772',);();();();();();();();('down_1741',);();();();('up_1688',);();('up_1727',);();();();();();();();();('down_1830',);();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;4;0;0;6;3;0;0;4;4;0;0;5;4;0;5;0;0;4;0;2;0;0;0;0;0;0;2;0;0;2;11;10;8;5;6;6;8;7
4922;();();('up_1719',);();();();();();();();();();('down_1810',);('down_1807',);();();();();();('up_1780',);('down_1779',);();();();();();('up_1820',);('up_1815',);('down_1709',);();();();();();();();();();();();('down_1835',);();();();();();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;4;4;0;0;4;3;0;0;4;4;0;0;5;4;0;4;0;0;6;1;1;0;2;2;0;0;2;3;0;0;3;10;11;7;6;7;6;9;8
4923;();();();('up_1722',);();();();();();();();('up_1748',);();('down_1814',);();();();();('up_1790',);();();('down_1781',);();();();();();();('down_1729',);('down_1743',);();();('up_1699',);('up_1708',);();();();();();();('down_1844',);();();();('down_1828',);();();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;3;0;0;5;5;0;0;4;3;0;0;5;6;0;5;0;0;5;2;1;0;3;3;0;0;2;4;0;0;4;11;9;8;8;8;7;10;10
4924;();();('up_1718',);();();();();();();();('up_1739',);();('down_1812',);();();();();();();('up_1769',);('down_1768',);();();();();();('up_1816',);('up_1811',);('down_1714',);();();();('up_1712',);('up_1716',);();();();();();();();('down_1834',);();();();('down_1826',);();();();();();();();();();();();();();();();();();();0;0;0;0;0;0;0;0;0;5;2;0;0;4;4;0;0;4;4;0;0;6;5;0;5;0;0;5;2;0;0;3;4;0;0;4;6;0;0;4;11;8;8;9;9;8;12;9
4925;();();();('up_1715',);();();();();();();('up_1751',);('up_1733',);();('down_1817',);();();();();();();('down_1778',);('down_1787',);();();();();('up_1808',);();();('down_1746',);();();();();();();();();();();('down_1836',);('down_1837',);();();();();();();();();();();();();();('up_1782',);();();();();();();();('down_1735',);0;0;0;0;0;0;0;0;0;5;1;0;0;5;4;0;0;4;4;0;0;4;4;0;6;0;0;5;4;0;0;4;3;0;0;4;4;0;0;3;12;7;10;9;9;10;10;9
4926;();();();();();();();();();();();('up_1744',);('down_1813',);();();();();();('up_1785',);('up_1777',);();('down_1764',);();();();();();('up_1800',);('down_1736',);('down_1750',);();();('up_1676',);('up_1717',);();();();();();();();('down_1839',);();();();();();('up_1755',);('down_1797',);('down_1799',);();();();();('up_1793',);('up_1788',);();();();();();();('down_1731',);();0;0;0;0;0;0;0;0;0;4;0;0;0;4;5;0;0;4;4;0;0;5;5;0;5;0;0;4;6;0;0;3;3;0;0;4;5;0;0;4;10;5;10;10;9;9;11;10
4927;();();();();();();();();();();('up_1742',);();('down_1819',);('down_1821',);();();();();();();();();();();();();();();('down_1734',);();();();();('up_1723',);();();();();('up_1720',);('up_1732',);('down_1849',);();();();();();('up_1765',);();();();();();();();('up_1794',);();('down_1754',);('down_1762',);();();();();();('down_1721',);0;0;0;0;0;0;0;0;0;2;0;0;0;5;4;0;0;3;5;0;0;4;6;0;4;0;0;4;4;0;0;3;4;0;0;4;5;0;0;4;8;4;10;9;9;10;10;10
4928;();();();();();();();();();();('up_1749',);('up_1753',);();('down_1822',);();();();();();();('down_1770',);('down_1776',);();();();();();();();('down_1752',);();();('up_1705',);();();();();();();();('down_1843',);('down_1855',);();();();();();('up_1763',);();('down_1804',);();();();();();('up_1803',);();('down_1759',);();();();();('down_1737',);();0;0;0;0;0;0;0;0;0;1;0;0;0;5;5;0;0;3;5;0;0;2;5;0;5;0;0;3;5;0;0;5;4;0;0;3;4;0;0;5;7;3;11;11;8;9;8;11
4929;();();();();();();();();();();();('up_1756',);();();();();();();();();();('down_1784',);();();();();();();('down_1745',);();();('up_1829',);('up_1700',);();();();();();('up_1725',);('up_1728',);();('down_1861',);();();();();('up_1774',);();();();();();();();('up_1802',);();('down_1766',);();();();();();('down_1740',);();0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;2;4;0;0;2;5;1;5;0;0;2;4;0;0;4;5;0;0;4;6;0;0;5;6;2;10;10;8;10;8;12
4930;();();();();();();();();();();();();();();();();();();();();('down_1771',);('down_1783',);();();();();();();();('down_1747',);();('up_1823',);();('up_1724',);();();();();();();('down_1847',);();();();();();('up_1773',);();('down_1801',);('down_1805',);();();();();('up_1818',);('up_1809',);('down_1760',);();();();();();();('down_1711',);0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;1;5;0;0;0;5;1;5;0;0;1;4;0;0;5;4;0;0;4;5;0;0;4;5;1;9;10;6;10;6;12
4931;('down_1862',);('down_1869',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1713',);('up_1726',);();();();();('up_1738',);('up_1730',);();('down_1852',);();();();();();('up_1786',);('down_1806',);();();();();();();();();('down_1772',);();();();();('down_1741',);();0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;5;0;0;0;4;2;4;0;0;0;4;0;0;6;3;0;0;4;5;0;0;5;4;0;9;9;5;10;5;12
4932;();();();('up_1727',);();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1825',);('up_1824',);();();();();();();();('up_1748',);();();();();();();('up_1775',);();();('down_1807',);();();();();('up_1820',);('up_1815',);('down_1779',);();();();();();();('down_1709',);0;0;0;0;0;0;0;0;2;1;0;0;0;2;1;0;0;0;4;0;0;0;3;3;2;0;0;0;5;0;0;4;4;0;0;5;4;0;0;6;5;0;8;7;4;10;4;13
4933;();('down_1871',);();();();();();();('down_1841',);();();();();();();();();();();('up_1795',);();();('up_1793',);('up_1782',);();();();();();();('up_1831',);();('up_1722',);('up_1719',);();();();();('up_1739',);();();();();();();();();('up_1780',);('down_1810',);();();();();();();();();('down_1781',);();();();();('down_1743',);('down_1729',);0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;3;1;0;0;2;3;1;0;0;0;5;0;0;5;3;0;0;5;2;0;0;5;5;0;8;6;3;10;2;12
4934;('down_1857',);('down_1865',);();();();();();();();();();();();();();();();();();();();();();('up_1788',);('down_1754',);('down_1762',);();();();();();('up_1827',);();('up_1718',);();();();();();();();();();();();();('up_1790',);();();('down_1814',);();();();();('up_1816',);('up_1811',);('down_1768',);();();();();();();('down_1714',);0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;1;1;2;0;0;0;5;0;0;0;0;4;0;0;4;2;0;0;4;2;0;1;5;4;0;6;4;3;9;2;13
4935;();();();();();();();();('down_1835',);();();();();();();();();();();('up_1789',);();();('up_1794',);();();();();();();();('up_1832',);();('up_1715',);();();();();();('up_1751',);('up_1733',);();();();();();();();('up_1769',);('down_1812',);('down_1817',);();();();();('up_1808',);();();('down_1787',);();();();();('down_1746',);();0;0;0;0;0;0;0;0;5;1;0;0;2;0;0;0;0;1;0;4;2;0;0;5;0;0;0;0;5;0;0;3;1;0;0;5;0;0;1;5;6;0;7;3;2;10;2;12
4936;('down_1864',);('down_1875',);();();();();();();('down_1844',);('down_1834',);();();();();();();();();('up_1796',);('up_1792',);();();('up_1802',);('up_1803',);('down_1766',);('down_1759',);();();();();('up_1842',);('up_1838',);();();();();();();('up_1742',);('up_1744',);();();();();();();('up_1785',);();('down_1813',);();();();();();();('up_1800',);('down_1778',);('down_1764',);();();();();('down_1750',);('down_1736',);1;1;1;1;1;1;1;1;4;0;0;0;2;0;0;0;0;3;0;5;3;0;0;4;0;0;0;0;3;0;0;3;0;0;0;5;0;0;2;4;7;0;5;3;3;10;3;12
4937;('down_1877',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1777',);();('down_1821',);();();();();();();();();();();();();();('down_1734',);1;1;1;1;1;1;1;1;4;0;0;0;4;0;0;0;0;3;0;4;4;0;0;5;1;2;0;0;2;0;0;1;0;0;0;4;0;0;4;3;8;0;6;1;4;10;4;12
4938;();('down_1880',);();();();();();();('down_1836',);('down_1837',);();();();();();();();();();();();();('up_1818',);('up_1809',);('down_1760',);('down_1772',);();();();();('up_1845',);();();();();();();();('up_1749',);('up_1753',);();();();();();();();();('down_1819',);();();();();();();();('down_1770',);('down_1776',);();();();();('down_1752',);();1;1;1;1;1;1;1;1;5;0;0;0;5;0;0;0;0;3;0;6;5;0;0;6;1;3;0;0;1;0;0;0;0;0;1;3;0;0;3;2;9;0;6;0;4;11;5;11
4939;('down_1873',);();();();();();();();();('down_1839',);();();('down_1830',);();();();();();();();();();('up_1820',);();();();();();();();();('up_1833',);();();();();();();();('up_1756',);();();();();();();();();();('down_1822',);();();();();();();();('down_1784',);();('up_1829',);();();();('down_1745',);1;1;1;1;1;1;1;1;7;0;0;0;6;0;0;0;0;3;0;6;6;0;0;6;1;3;0;0;0;0;0;0;1;0;2;1;0;0;3;0;11;0;6;0;4;9;6;9
4940;('down_1874',);('down_1878',);();();();();('up_1720',);('up_1732',);('down_1849',);();();();('down_1828',);();();();();();();();();();();('up_1815',);('down_1779',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();('down_1771',);();();('up_1823',);();();('down_1747',);();1;1;1;1;1;1;1;1;8;0;0;1;8;0;1;0;0;3;0;8;7;0;0;7;1;3;0;0;0;0;0;0;1;0;2;0;0;0;2;0;12;1;8;1;4;10;7;9
4941;();('down_1885',);();();();();();();('down_1843',);('down_1855',);();();();('down_1826',);();();();();();();();();('up_1816',);('up_1811',);();('down_1781',);();();();();('up_1840',);();();();();();('down_1862',);('down_1869',);();();();();();();();();();();();();();();();();();();();('down_1783',);();();();();();();1;1;1;1;1;1;1;1;9;0;0;2;10;0;2;0;0;3;0;9;8;0;0;8;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;10;2;10;2;4;11;8;8
4942;();();();();();();('up_1725',);('up_1728',);();('down_1861',);();();();();();();();();();();();();('up_1808',);();('down_1768',);('down_1787',);();();();();();('up_1850',);('up_1727',);();();();();();();();();();();();();();();();();();();();();();();();();();('up_1825',);('up_1824',);();();();();2;2;2;2;2;2;2;2;10;0;0;2;10;0;3;0;0;3;0;10;9;0;0;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;10;2;10;3;4;11;9;9
4943;();('down_1893',);();();();();('up_1738',);();('down_1847',);();();();();();();();();();();();();();();();('down_1778',);();();();();();();();();();();();('down_1871',);();();();();();();();();();();('up_1795',);();();('up_1793',);('up_1782',);();();();();();();();();();();();();2;2;2;2;2;2;2;2;11;0;0;4;11;0;3;0;0;3;0;11;10;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;11;3;3;11;10;9
4944;('down_1882',);();();();();();();('up_1730',);();('down_1852',);();();();();();();();();();();();();();('up_1800',);();('down_1764',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;12;0;0;6;12;0;3;0;0;3;0;12;12;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;12;3;3;12;12;9
4945;();();();();();();();('up_1748',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;12;0;0;6;13;0;3;0;0;3;0;12;12;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;13;3;3;12;12;9
4946;();();();();();();('up_1739',);();();();();();();();();();();();();();();();();();('down_1770',);('down_1776',);();();();();('up_1851',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;12;0;0;7;13;0;3;0;0;3;0;12;14;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;13;3;3;12;14;9
4947;();();();();();();();('up_1733',);();();();();();();();();();();();();();();();();('down_1771',);('down_1784',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;12;0;0;8;13;0;3;0;0;3;0;12;15;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;13;3;3;12;15;10
4948;();();();();();();('up_1751',);();();();();();();();();();();();();();();();();();();('down_1783',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;12;0;0;10;13;0;3;0;0;3;0;12;16;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;13;3;3;12;16;10
4949;('down_1888',);();();();();();('up_1742',);('up_1744',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;13;0;0;11;13;0;3;0;0;3;0;12;17;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;13;3;3;12;17;10
4950;();('down_1890',);();();();();();('up_1753',);();();();();();();();();();();();();();();();();();();();();();();();('up_1846',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;0;12;13;0;3;0;0;3;0;12;17;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;13;3;3;12;17;11
4951;();();();();();();('up_1749',);();();();();();();();();();();();();();();();();();();();();();();();('up_1848',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;0;13;13;0;3;0;0;3;0;12;17;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;13;3;3;12;17;12
4952;();();();();();();();('up_1756',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;0;14;13;0;3;0;0;3;0;12;17;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;13;3;3;12;17;12
4953;();();();();('down_1862',);('down_1869',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;2;15;13;0;3;0;0;3;0;12;17;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17;13;3;3;12;17;12
4954;();();();();('down_1871',);();();();();();();();();();('up_1757',);();();('down_1798',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;2;15;13;0;3;0;0;3;0;12;17;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17;13;3;3;12;17;12
4955;();();();();();();();();();();();();();();();('up_1767',);('down_1791',);();();();();();();();();();();('up_1829',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;1;1;3;0;12;17;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;4;4;12;17;12
4956;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;2;2;3;0;12;17;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;5;5;12;18;12
4957;();();();();();();();();();();();();();();();('up_1758',);();();();();();();();();();();();('up_1823',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;3;2;3;0;12;17;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;6;5;12;19;12
4958;();();();();();();();();();();();();();();();();();();();();();();();();();();('up_1825',);('up_1824',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;3;2;3;0;12;17;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;6;5;12;20;12
4959;();();();();();();();();();();();();();();('up_1761',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;4;2;3;0;12;17;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;7;5;12;21;12
4960;();();();();();();();();();();();();();();();();();();('up_1793',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;4;2;3;0;12;17;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;7;5;12;21;12
4961;();();();();();();();();();();();();();();();();();();();('up_1782',);();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();2;2;2;2;2;2;2;2;14;0;3;15;13;0;3;4;2;4;0;12;17;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;7;6;12;21;12
4962;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();3;3;3;3;3;3;3;3;14;0;3;15;13;0;3;4;2;5;0;12;17;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;7;7;12;21;12
4963;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();3;3;3;3;3;3;3;3;14;0;3;15;13;0;3;4;2;5;0;12;17;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;7;7;12;21;12
4964;();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();();3;3;3;3;3;3;3;3;14;0;3;15;13;0;3;4;2;5;0;12;17;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;18;13;7;7;12;21;12
